Day	plate	Row	Col	medium	protist	bacteria 	state	ind./cm^2
3	1	D	10	2%KB	P3	H	cyst	813
3	1	D	9	2%KB	NO	F	NA	0
3	1	D	8	2%KB	P1	D	active	0
3	1	D	8	2%KB	P1	D	cyst	0
3	1	D	7	2%KB	NO	H	NA	0
3	1	D	6	PAS	P5	H	active	0
3	1	D	6	PAS	P5	H	cyst	0
3	1	D	5	2%KB	P2	B	active	0
3	1	D	5	2%KB	P2	B	cyst	0
3	1	D	4	2%KB	P6	F	active	10292
3	1	D	4	2%KB	P6	F	cyst	0
3	1	D	3	2%KB	NO	F	NA	0
3	1	D	2	2%KB	P3	D	active	0
3	1	D	2	2%KB	P3	D	cyst	135
3	1	D	1	NA	NA	NA	NA	0
3	1	E	1	2%KB	P3	G	active	2167
3	1	E	1	2%KB	P3	G	cyst	0
3	1	E	2	PAS	P3	B	active	13000
3	1	E	2	PAS	P3	B	cyst	17198
3	1	E	3	2%KB	P1	B	active	0
3	1	E	3	2%KB	P1	B	cyst	0
3	1	E	4	2%KB	P4	D	active	0
3	1	E	4	2%KB	P4	D	cyst	135
3	1	E	5	2%KB	P4	A	active	105898
3	1	E	5	2%KB	P4	A	cyst	17605
3	1	E	6	NA	NA	NA	NA	0
3	1	E	7	2%KB	P4	C	active	0
3	1	E	7	2%KB	P4	C	cyst	0
3	1	E	8	2%KB	P1	D	active	0
3	1	E	8	2%KB	P1	D	cyst	0
3	1	E	9	2%KB	P4	A	active	119170
3	1	E	9	2%KB	P4	A	cyst	4063
3	1	E	10	2%KB	P3	A	active	26001
3	1	E	10	2%KB	P3	A	cyst	124586
3	1	E	11	NA	NA	NA	NA	0
3	1	E	12	PAS	P3	G	active	1760
3	1	E	12	PAS	P3	G	cyst	31147
3	1	F	12	PAS	NO	B	NA	0
3	1	F	11	2%KB	P4	I	active	135
3	1	F	11	2%KB	P4	I	cyst	0
3	1	F	10	NA	NA	NA	NA	0
3	1	F	9	2%KB	P5	E	active	406
3	1	F	9	2%KB	P5	E	cyst	0
3	1	F	8	NA	NA	NA	NA	0
3	1	F	7	PAS	NO	E	NA	0
3	1	F	6	PAS	P4	I	active	1219
3	1	F	6	PAS	P4	I	cyst	18959
3	1	F	5	PAS	P6	C	active	11646
3	1	F	5	PAS	P6	C	cyst	0
3	1	F	4	NA	NA	NA	NA	0
3	1	F	3	2%KB	NO	E	NA	0
3	1	F	2	PAS	NO	C	NA	0
3	1	F	1	2%KB	P6	B	active	2438
3	1	F	1	2%KB	P6	B	cyst	0
3	1	G	1	PAS	P2	E	active	46043
3	1	G	1	PAS	P2	E	cyst	0
3	1	G	2	2%KB	P6	E	active	3115
3	1	G	2	2%KB	P6	E	cyst	0
3	1	G	3	2%KB	P1	C	active	7177
3	1	G	3	2%KB	P1	C	cyst	0
3	1	G	4	2%KB	P1	A	active	53355
3	1	G	4	2%KB	P1	A	cyst	0
3	1	G	5	2%KB	P5	F	active	1896
3	1	G	5	2%KB	P5	F	cyst	0
3	1	G	6	NA	NA	NA	NA	0
3	1	G	7	2%KB	P1	NO	active	43334
3	1	G	7	2%KB	P1	NO	cyst	0
3	1	G	8	2%KB	P3	H	active	135
3	1	G	8	2%KB	P3	H	cyst	677
3	1	G	9	PAS	NO	I	NA	0
3	1	G	10	2%KB	P5	B	active	406
3	1	G	10	2%KB	P5	B	cyst	0
3	1	G	11	PAS	P1	F	active	62022
3	1	G	11	PAS	P1	F	cyst	0
3	1	G	12	PAS	P5	G	active	406
3	1	G	12	PAS	P5	G	cyst	0
3	1	H	12	2%KB	P3	E	active	135
3	1	H	12	2%KB	P3	E	cyst	0
3	1	H	11	NA	NA	NA	NA	0
3	1	H	10	PAS	NO	G	NA	0
3	1	H	9	2%KB	P6	A	active	9750
3	1	H	9	2%KB	P6	A	cyst	0
3	1	H	8	PAS	P6	H	active	13542
3	1	H	8	PAS	P6	H	cyst	0
3	1	H	7	2%KB	P5	F	active	813
3	1	H	7	2%KB	P5	F	cyst	0
3	1	H	6	NA	NA	NA	NA	0
3	1	H	5	NA	NA	NA	NA	0
3	1	H	4	PAS	P6	A	active	14355
3	1	H	4	PAS	P6	A	cyst	0
3	1	H	3	2%KB	NO	G	NA	0
3	1	H	2	2%KB	NO	B	NA	0
3	1	H	1	NA	NA	NA	NA	0
3	2	A	1	2%KB	P1	B	active	0
3	2	A	1	2%KB	P1	B	cyst	0
3	2	A	2	NA	NA	NA	NA	0
3	2	A	3	2%KB	P2	NO	active	14896
3	2	A	3	2%KB	P2	NO	cyst	0
3	2	A	4	2%KB	P6	C	active	1219
3	2	A	4	2%KB	P6	C	cyst	271
3	2	A	5	NA	NA	NA	NA	0
3	2	A	6	PAS	P3	I	active	4198
3	2	A	6	PAS	P3	I	cyst	271
3	2	A	7	2%KB	P4	G	active	18959
3	2	A	7	2%KB	P4	G	cyst	0
3	2	A	8	NA	NA	NA	NA	0
3	2	A	9	PAS	NO	D	NA	0
3	2	A	10	2%KB	P4	NO	active	164671
3	2	A	10	2%KB	P4	NO	cyst	0
3	2	A	11	2%KB	P5	E	active	135
3	2	A	11	2%KB	P5	E	cyst	0
3	2	A	12	PAS	Blank	Blank	NA	0
3	2	B	12	2%KB	P5	C	active	0
3	2	B	12	2%KB	P5	C	cyst	0
3	2	B	11	2%KB	P5	D	active	135
3	2	B	11	2%KB	P5	D	cyst	0
3	2	B	10	2%KB	P2	E	active	38730
3	2	B	10	2%KB	P2	E	cyst	0
3	2	B	9	2%KB	P5	A	active	1625
3	2	B	9	2%KB	P5	A	cyst	0
3	2	B	8	NA	NA	NA	NA	0
3	2	B	7	PAS	P5	E	active	135
3	2	B	7	PAS	P5	E	cyst	0
3	2	B	6	2%KB	P4	H	active	0
3	2	B	6	2%KB	P4	H	cyst	135
3	2	B	5	2%KB	P2	H	active	0
3	2	B	5	2%KB	P2	H	cyst	0
3	2	B	4	PAS	P1	I	active	36293
3	2	B	4	PAS	P1	I	cyst	0
3	2	B	3	PAS	P6	E	active	3927
3	2	B	3	PAS	P6	E	cyst	0
3	2	B	2	2%KB	NO	I	NA	0
3	2	B	1	PAS	P4	I	active	948
3	2	B	1	PAS	P4	I	cyst	18146
3	2	C	1	2%KB	P3	F	active	15302
3	2	C	1	2%KB	P3	F	cyst	56335
3	2	C	2	PAS	P6	F	active	5011
3	2	C	2	PAS	P6	F	cyst	0
3	2	C	3	PAS	P5	I	active	406
3	2	C	3	PAS	P5	I	cyst	0
3	2	C	4	NA	NA	NA	NA	0
3	2	C	5	2%KB	P1	E	active	25730
3	2	C	5	2%KB	P1	E	cyst	0
3	2	C	6	2%KB	P5	G	active	271
3	2	C	6	2%KB	P5	G	cyst	0
3	2	C	7	2%KB	NO	D	NA	0
3	2	C	8	2%KB	P5	I	active	0
3	2	C	8	2%KB	P5	I	cyst	0
3	2	C	9	2%KB	P4	A	active	83960
3	2	C	9	2%KB	P4	A	cyst	18959
3	2	C	10	2%KB	P5	NO	active	135
3	2	C	10	2%KB	P5	NO	cyst	0
3	2	C	11	2%KB	P2	A	active	219380
3	2	C	11	2%KB	P2	A	cyst	0
3	2	C	12	NA	NA	NA	NA	0
3	2	D	12	PAS	P2	G	active	140837
3	2	D	12	PAS	P2	G	cyst	0
3	2	D	11	2%KB	P3	I	active	5823
3	2	D	11	2%KB	P3	I	cyst	0
3	2	D	10	PAS	P1	H	active	4875
3	2	D	10	PAS	P1	H	cyst	0
3	2	D	9	2%KB	P5	F	active	0
3	2	D	9	2%KB	P5	F	cyst	0
3	2	D	8	PAS	P3	D	active	18959
3	2	D	8	PAS	P3	D	cyst	5417
3	2	D	7	2%KB	P3	E	active	2573
3	2	D	7	2%KB	P3	E	cyst	271
3	2	D	6	PAS	P3	E	active	23021
3	2	D	6	PAS	P3	E	cyst	27084
3	2	D	5	2%KB	P1	I	active	271
3	2	D	5	2%KB	P1	I	cyst	0
3	2	D	4	2%KB	NO	I	NA	0
3	2	D	3	PAS	P5	A	active	542
3	2	D	3	PAS	P5	A	cyst	0
3	2	D	2	NA	NA	NA	NA	0
3	2	D	1	PAS	P5	NO	active	0
3	2	D	1	PAS	P5	NO	cyst	0
3	2	E	1	2%KB	P4	A	active	108336
3	2	E	1	2%KB	P4	A	cyst	1083
3	2	E	2	2%KB	P3	A	active	24376
3	2	E	2	2%KB	P3	A	cyst	67710
3	2	E	3	2%KB	NO	F	NA	0
3	2	E	4	PAS	P2	I	active	70418
3	2	E	4	PAS	P2	I	cyst	0
3	2	E	5	2%KB	P5	I	active	0
3	2	E	5	2%KB	P5	I	cyst	135
3	2	E	6	2%KB	P6	NO	active	8125
3	2	E	6	2%KB	P6	NO	cyst	0
3	2	E	7	2%KB	P2	C	active	10157
3	2	E	7	2%KB	P2	C	cyst	0
3	2	E	8	2%KB	NO	A	NA	0
3	2	E	9	2%KB	NO	E	NA	0
3	2	E	10	PAS	P6	I	active	14896
3	2	E	10	PAS	P6	I	cyst	0
3	2	E	11	2%KB	P4	E	active	0
3	2	E	11	2%KB	P4	E	cyst	0
3	2	E	12	NA	NA	NA	NA	0
3	2	F	12	2%KB	P1	A	active	60939
3	2	F	12	2%KB	P1	A	cyst	0
3	2	F	11	PAS	P5	D	active	0
3	2	F	11	PAS	P5	D	cyst	0
3	2	F	10	NA	NA	NA	NA	0
3	2	F	9	2%KB	P2	D	active	271
3	2	F	9	2%KB	P2	D	cyst	0
3	2	F	8	NA	NA	NA	NA	0
3	2	F	7	PAS	NO	I	NA	0
3	2	F	6	2%KB	P6	E	active	3386
3	2	F	6	2%KB	P6	E	cyst	0
3	2	F	5	PAS	P4	B	active	7448
3	2	F	5	PAS	P4	B	cyst	25730
3	2	F	4	PAS	NO	G	NA	0
3	2	F	3	2%KB	P3	NO	active	105628
3	2	F	3	2%KB	P3	NO	cyst	52001
3	2	F	2	2%KB	P4	E	active	0
3	2	F	2	2%KB	P4	E	cyst	0
3	2	F	1	NA	NA	NA	NA	0
3	2	G	1	2%KB	P2	H	active	0
3	2	G	1	2%KB	P2	H	cyst	0
3	2	G	2	2%KB	P6	I	active	542
3	2	G	2	2%KB	P6	I	cyst	0
3	2	G	3	NA	NA	NA	NA	0
3	2	G	4	2%KB	P4	G	active	0
3	2	G	4	2%KB	P4	G	cyst	0
3	2	G	5	NA	NA	NA	NA	0
3	2	G	6	2%KB	P6	A	active	13136
3	2	G	6	2%KB	P6	A	cyst	0
3	2	G	7	PAS	P2	F	active	47397
3	2	G	7	PAS	P2	F	cyst	0
3	2	G	8	PAS	P3	C	active	19771
3	2	G	8	PAS	P3	C	cyst	1896
3	2	G	9	2%KB	P2	F	active	189588
3	2	G	9	2%KB	P2	F	cyst	0
3	2	G	10	NA	NA	NA	NA	0
3	2	G	11	PAS	P5	C	active	0
3	2	G	11	PAS	P5	C	cyst	0
3	2	G	12	2%KB	P2	I	active	18959
3	2	G	12	2%KB	P2	I	cyst	0
3	2	H	12	2%KB	Blank	Blank	NA	0
3	2	H	11	2%KB	P6	I	active	542
3	2	H	11	2%KB	P6	I	cyst	0
3	2	H	10	2%KB	P4	H	active	0
3	2	H	10	2%KB	P4	H	cyst	0
3	2	H	9	2%KB	P3	B	active	7584
3	2	H	9	2%KB	P3	B	cyst	948
3	2	H	8	PAS	NO	F	NA	0
3	2	H	7	PAS	P2	B	active	0
3	2	H	7	PAS	P2	B	cyst	135
3	2	H	6	2%KB	P1	NO	active	65002
3	2	H	6	2%KB	P1	NO	cyst	0
3	2	H	5	2%KB	P5	H	active	0
3	2	H	5	2%KB	P5	H	cyst	0
3	2	H	4	2%KB	P2	D	active	406
3	2	H	4	2%KB	P2	D	cyst	0
3	2	H	3	2%KB	NO	C	NA	0
3	2	H	2	2%KB	P5	D	active	135
3	2	H	2	2%KB	P5	D	cyst	0
3	2	H	1	NA	NA	NA	NA	0
3	3	A	1	2%KB	P4	I	active	677
3	3	A	1	2%KB	P4	I	cyst	0
3	3	A	2	PAS	P1	A	active	124586
3	3	A	2	PAS	P1	A	cyst	0
3	3	A	3	NA	NA	NA	NA	0
3	3	A	4	2%KB	P4	G	active	0
3	3	A	4	2%KB	P4	G	cyst	135
3	3	A	5	PAS	P2	A	active	219380
3	3	A	5	PAS	P2	A	cyst	0
3	3	A	6	2%KB	P6	NO	active	10427
3	3	A	6	2%KB	P6	NO	cyst	0
3	3	A	7	PAS	NA	NA	NA	0
3	3	A	8	PAS	P5	A	active	1490
3	3	A	8	PAS	P5	A	cyst	0
3	3	A	9	PAS	P2	E	active	46043
3	3	A	9	PAS	P2	E	cyst	0
3	3	A	10	2%KB	P1	F	active	38188
3	3	A	10	2%KB	P1	F	cyst	0
3	3	A	11	NA	NA	NA	NA	0
3	3	A	12	PAS	P5	F	active	6771
3	3	A	12	PAS	P5	F	cyst	0
3	3	B	12	PAS	P3	D	active	1896
3	3	B	12	PAS	P3	D	cyst	31147
3	3	B	11	2%KB	NO	H	NA	0
3	3	B	10	PAS	P3	F	active	2031
3	3	B	10	PAS	P3	F	cyst	1625
3	3	B	9	2%KB	P1	I	active	271
3	3	B	9	2%KB	P1	I	cyst	0
3	3	B	8	2%KB	P3	I	active	5552
3	3	B	8	2%KB	P3	I	cyst	271
3	3	B	7	PAS	P1	D	active	63918
3	3	B	7	PAS	P1	D	cyst	0
3	3	B	6	2%KB	P1	A	active	50376
3	3	B	6	2%KB	P1	A	cyst	0
3	3	B	5	2%KB	P5	NO	active	135
3	3	B	5	2%KB	P5	NO	cyst	0
3	3	B	4	PAS	P3	B	active	11917
3	3	B	4	PAS	P3	B	cyst	26271
3	3	B	3	2%KB	NO	I	NA	0
3	3	B	2	NA	NA	NA	NA	0
3	3	B	1	PAS	P4	F	active	813
3	3	B	1	PAS	P4	F	cyst	42928
3	3	C	1	NA	NA	NA	NA	0
3	3	C	2	PAS	P6	D	active	6636
3	3	C	2	PAS	P6	D	cyst	0
3	3	C	3	2%KB	P5	D	active	135
3	3	C	3	2%KB	P5	D	cyst	0
3	3	C	4	PAS	P6	F	active	5958
3	3	C	4	PAS	P6	F	cyst	0
3	3	C	5	2%KB	NO	A	NA	0
3	3	C	6	2%KB	P2	G	active	164129
3	3	C	6	2%KB	P2	G	cyst	0
3	3	C	7	2%KB	P6	H	active	135
3	3	C	7	2%KB	P6	H	cyst	0
3	3	C	8	2%KB	P3	D	active	0
3	3	C	8	2%KB	P3	D	cyst	406
3	3	C	9	2%KB	P1	C	active	9344
3	3	C	9	2%KB	P1	C	cyst	0
3	3	C	10	PAS	NO	E	NA	0
3	3	C	11	2%KB	NO	C	NA	0
3	3	C	12	PAS	P3	E	active	18282
3	3	C	12	PAS	P3	E	cyst	37918
3	3	D	12	2%KB	P6	D	active	542
3	3	D	12	2%KB	P6	D	cyst	0
3	3	D	11	2%KB	P2	C	active	13677
3	3	D	11	2%KB	P2	C	cyst	0
3	3	D	10	PAS	P4	A	active	406
3	3	D	10	PAS	P4	A	cyst	57418
3	3	D	9	NA	NA	NA	NA	0
3	3	D	8	PAS	P3	I	active	1625
3	3	D	8	PAS	P3	I	cyst	17605
3	3	D	7	2%KB	P6	I	active	1625
3	3	D	7	2%KB	P6	I	cyst	0
3	3	D	6	PAS	P6	A	active	15980
3	3	D	6	PAS	P6	A	cyst	0
3	3	D	5	2%KB	P3	A	active	23969
3	3	D	5	2%KB	P3	A	cyst	80169
3	3	D	4	PAS	P6	NO	active	1896
3	3	D	4	PAS	P6	NO	cyst	0
3	3	D	3	2%KB	P4	H	active	0
3	3	D	3	2%KB	P4	H	cyst	0
3	3	D	2	PAS	P2	F	active	54981
3	3	D	2	PAS	P2	F	cyst	0
3	3	D	1	PAS	NO	H	NA	0
3	3	E	1	PAS	P5	H	active	0
3	3	E	1	PAS	P5	H	cyst	0
3	3	E	2	NA	NA	NA	NA	0
3	3	E	3	2%KB	P2	A	active	211255
3	3	E	3	2%KB	P2	A	cyst	0
3	3	E	4	2%KB	P5	A	active	406
3	3	E	4	2%KB	P5	A	cyst	0
3	3	E	5	2%KB	P2	E	active	41032
3	3	E	5	2%KB	P2	E	cyst	0
3	3	E	6	2%KB	P6	G	active	4604
3	3	E	6	2%KB	P6	G	cyst	0
3	3	E	7	2%KB	P6	F	active	6771
3	3	E	7	2%KB	P6	F	cyst	0
3	3	E	8	NA	NA	NA	NA	0
3	3	E	9	2%KB	P6	A	active	11917
3	3	E	9	2%KB	P6	A	cyst	0
3	3	E	10	2%KB	P2	NO	active	13542
3	3	E	10	2%KB	P2	NO	cyst	0
3	3	E	11	2%KB	P2	B	active	542
3	3	E	11	2%KB	P2	B	cyst	0
3	3	E	12	2%KB	P4	E	active	0
3	3	E	12	2%KB	P4	E	cyst	0
3	3	F	12	NA	NA	NA	NA	0
3	3	F	11	PAS	P2	D	active	73127
3	3	F	11	PAS	P2	D	cyst	0
3	3	F	10	2%KB	P4	F	active	27355
3	3	F	10	2%KB	P4	F	cyst	24376
3	3	F	9	2%KB	P1	G	active	106711
3	3	F	9	2%KB	P1	G	cyst	0
3	3	F	8	PAS	P5	E	active	1490
3	3	F	8	PAS	P5	E	cyst	0
3	3	F	7	PAS	P5	D	active	813
3	3	F	7	PAS	P5	D	cyst	0
3	3	F	6	2%KB	P3	B	active	8261
3	3	F	6	2%KB	P3	B	cyst	1760
3	3	F	5	PAS	P1	F	active	70418
3	3	F	5	PAS	P1	F	cyst	0
3	3	F	4	2%KB	P2	I	active	5146
3	3	F	4	2%KB	P2	I	cyst	0
3	3	F	3	NA	NA	NA	NA	0
3	3	F	2	PAS	P5	B	active	0
3	3	F	2	PAS	P5	B	cyst	0
3	3	F	1	2%KB	P2	D	active	948
3	3	F	1	2%KB	P2	D	cyst	0
3	3	G	1	2%KB	NO	C	NA	0
3	3	G	2	2%KB	P1	I	active	1896
3	3	G	2	2%KB	P1	I	cyst	0
3	3	G	3	PAS	P1	H	active	7042
3	3	G	3	PAS	P1	H	cyst	0
3	3	G	4	NA	NA	NA	NA	0
3	3	G	5	2%KB	P3	H	active	135
3	3	G	5	2%KB	P3	H	cyst	677
3	3	G	6	2%KB	NO	G	NA	0
3	3	G	7	NA	NA	NA	NA	0
3	3	G	8	PAS	P6	H	active	20178
3	3	G	8	PAS	P6	H	cyst	0
3	3	G	9	PAS	P1	G	active	139212
3	3	G	9	PAS	P1	G	cyst	0
3	3	G	10	2%KB	P1	H	active	0
3	3	G	10	2%KB	P1	H	cyst	0
3	3	G	11	2%KB	NO	F	NA	0
3	3	G	12	PAS	Blank	Blank	NA	0
3	3	H	12	2%KB	Blank	Blank	NA	0
3	3	H	11	2%KB	P2	G	active	178754
3	3	H	11	2%KB	P2	G	cyst	0
3	3	H	10	2%KB	NO	E	NA	0
3	3	H	9	PAS	P1	NO	active	3250
3	3	H	9	PAS	P1	NO	cyst	135
3	3	H	8	NA	NA	NA	NA	0
3	3	H	7	PAS	P2	B	active	83960
3	3	H	7	PAS	P2	B	cyst	0
3	3	H	6	NA	NA	NA	NA	0
3	3	H	5	2%KB	P3	D	active	0
3	3	H	5	2%KB	P3	D	cyst	542
3	3	H	4	2%KB	P5	NO	active	271
3	3	H	4	2%KB	P5	NO	cyst	0
3	3	H	3	2%KB	P6	C	active	1354
3	3	H	3	2%KB	P6	C	cyst	0
3	3	H	2	2%KB	P1	F	active	36022
3	3	H	2	2%KB	P1	F	cyst	0
3	3	H	1	PAS	P4	C	active	33449
3	3	H	1	PAS	P4	C	cyst	135
3	4	A	1	NA	NA	NA	NA	0
3	4	A	2	2%KB	P6	B	active	813
3	4	A	2	2%KB	P6	B	cyst	0
3	4	A	3	2%KB	P4	G	active	677
3	4	A	3	2%KB	P4	G	cyst	0
3	4	A	4	PAS	P2	G	active	138128
3	4	A	4	PAS	P2	G	cyst	0
3	4	A	5	NA	NA	NA	NA	0
3	4	A	6	2%KB	P2	H	active	0
3	4	A	6	2%KB	P2	H	cyst	0
3	4	A	7	2%KB	P4	G	active	0
3	4	A	7	2%KB	P4	G	cyst	0
3	4	A	8	2%KB	P6	H	active	135
3	4	A	8	2%KB	P6	H	cyst	0
3	4	A	9	NA	NA	NA	NA	0
3	4	A	10	2%KB	P6	E	active	2844
3	4	A	10	2%KB	P6	E	cyst	0
3	4	A	11	NA	NA	NA	NA	0
3	4	A	12	PAS	P6	C	active	10157
3	4	A	12	PAS	P6	C	cyst	0
3	4	B	12	2%KB	P3	H	active	0
3	4	B	12	2%KB	P3	H	cyst	813
3	4	B	11	2%KB	P3	G	active	33584
3	4	B	11	2%KB	P3	G	cyst	22209
3	4	B	10	PAS	P1	B	active	35751
3	4	B	10	PAS	P1	B	cyst	0
3	4	B	9	2%KB	NO	H	NA	0
3	4	B	8	PAS	NO	D	NA	0
3	4	B	7	2%KB	P2	F	active	203130
3	4	B	7	2%KB	P2	F	cyst	0
3	4	B	6	PAS	P2	H	active	16928
3	4	B	6	PAS	P2	H	cyst	0
3	4	B	5	2%KB	P2	E	active	47126
3	4	B	5	2%KB	P2	E	cyst	0
3	4	B	4	2%KB	P4	C	active	0
3	4	B	4	2%KB	P4	C	cyst	0
3	4	B	3	PAS	P4	E	active	18688
3	4	B	3	PAS	P4	E	cyst	41980
3	4	B	2	2%KB	NO	G	NA	0
3	4	B	1	NA	NA	NA	NA	0
3	4	C	1	2%KB	P3	NO	active	62293
3	4	C	1	2%KB	P3	NO	cyst	86669
3	4	C	2	PAS	P4	H	active	0
3	4	C	2	PAS	P4	H	cyst	135
3	4	C	3	PAS	P1	E	active	34532
3	4	C	3	PAS	P1	E	cyst	0
3	4	C	4	2%KB	P6	E	active	2708
3	4	C	4	2%KB	P6	E	cyst	0
3	4	C	5	PAS	P4	I	active	677
3	4	C	5	PAS	P4	I	cyst	14355
3	4	C	6	NA	NA	NA	NA	0
3	4	C	7	2%KB	P3	F	active	18146
3	4	C	7	2%KB	P3	F	cyst	58231
3	4	C	8	2%KB	P4	H	active	0
3	4	C	8	2%KB	P4	H	cyst	0
3	4	C	9	PAS	P3	NO	active	1490
3	4	C	9	PAS	P3	NO	cyst	677
3	4	C	10	NA	NA	NA	NA	0
3	4	C	11	PAS	P2	B	active	78544
3	4	C	11	PAS	P2	B	cyst	0
3	4	C	12	2%KB	NO	A	NA	0
3	4	D	12	PAS	NO	A	NA	0
3	4	D	11	PAS	P4	F	active	0
3	4	D	11	PAS	P4	F	cyst	46314
3	4	D	10	NA	NA	NA	NA	0
3	4	D	9	NA	NA	NA	NA	0
3	4	D	8	2%KB	P5	A	active	135
3	4	D	8	2%KB	P5	A	cyst	0
3	4	D	7	PAS	P3	H	active	2708
3	4	D	7	PAS	P3	H	cyst	813
3	4	D	6	2%KB	P5	C	active	0
3	4	D	6	2%KB	P5	C	cyst	0
3	4	D	5	PAS	P5	D	active	0
3	4	D	5	PAS	P5	D	cyst	0
3	4	D	4	2%KB	P6	NO	active	8531
3	4	D	4	2%KB	P6	NO	cyst	0
3	4	D	3	PAS	P5	C	active	0
3	4	D	3	PAS	P5	C	cyst	0
3	4	D	2	2%KB	P5	D	active	0
3	4	D	2	2%KB	P5	D	cyst	0
3	4	D	1	PAS	P2	I	active	48751
3	4	D	1	PAS	P2	I	cyst	0
3	4	E	1	2%KB	P4	D	active	0
3	4	E	1	2%KB	P4	D	cyst	0
3	4	E	2	2%KB	P4	F	active	37376
3	4	E	2	2%KB	P4	F	cyst	43334
3	4	E	3	NA	NA	NA	NA	0
3	4	E	4	PAS	P6	D	active	6906
3	4	E	4	PAS	P6	D	cyst	0
3	4	E	5	2%KB	NO	B	NA	0
3	4	E	6	2%KB	P5	G	active	271
3	4	E	6	2%KB	P5	G	cyst	0
3	4	E	7	PAS	P6	G	active	16928
3	4	E	7	PAS	P6	G	cyst	0
3	4	E	8	2%KB	NO	D	NA	0
3	4	E	9	2%KB	P6	F	active	5958
3	4	E	9	2%KB	P6	F	cyst	0
3	4	E	10	2%KB	P6	G	active	3792
3	4	E	10	2%KB	P6	G	cyst	0
3	4	E	11	NA	NA	NA	NA	0
3	4	E	12	PAS	P4	D	active	1625
3	4	E	12	PAS	P4	D	cyst	41439
3	4	F	12	PAS	P6	B	active	30876
3	4	F	12	PAS	P6	B	cyst	0
3	4	F	11	NA	NA	NA	NA	0
3	4	F	10	2%KB	P4	B	active	0
3	4	F	10	2%KB	P4	B	cyst	0
3	4	F	9	PAS	P6	E	active	5823
3	4	F	9	PAS	P6	E	cyst	0
3	4	F	8	NA	NA	NA	NA	0
3	4	F	7	2%KB	P5	B	active	677
3	4	F	7	2%KB	P5	B	cyst	0
3	4	F	6	2%KB	P5	B	active	542
3	4	F	6	2%KB	P5	B	cyst	0
3	4	F	5	NA	NA	NA	NA	0
3	4	F	4	NA	NA	NA	NA	0
3	4	F	3	PAS	P4	NO	active	271
3	4	F	3	PAS	P4	NO	cyst	135
3	4	F	2	PAS	P3	A	active	1490
3	4	F	2	PAS	P3	A	cyst	72856
3	4	F	1	2%KB	P2	C	active	19365
3	4	F	1	2%KB	P2	C	cyst	0
3	4	G	1	PAS	P5	NO	active	0
3	4	G	1	PAS	P5	NO	cyst	0
3	4	G	2	NA	NA	NA	NA	0
3	4	G	3	2%KB	NO	H	NA	0
3	4	G	4	2%KB	P1	F	active	27897
3	4	G	4	2%KB	P1	F	cyst	0
3	4	G	5	PAS	P3	G	active	1490
3	4	G	5	PAS	P3	G	cyst	56876
3	4	G	6	2%KB	P5	F	active	1219
3	4	G	6	2%KB	P5	F	cyst	0
3	4	G	7	2%KB	P4	F	active	32501
3	4	G	7	2%KB	P4	F	cyst	35751
3	4	G	8	NA	NA	NA	NA	0
3	4	G	9	2%KB	NO	C	NA	0
3	4	G	10	PAS	NO	I	NA	0
3	4	G	11	PAS	P2	A	active	185255
3	4	G	11	PAS	P2	A	cyst	0
3	4	G	12	NA	NA	NA	NA	0
3	4	H	12	2%KB	P5	H	active	0
3	4	H	12	2%KB	P5	H	cyst	0
3	4	H	11	PAS	P6	H	active	22209
3	4	H	11	PAS	P6	H	cyst	0
3	4	H	10	NA	NA	NA	NA	0
3	4	H	9	PAS	P1	C	active	55251
3	4	H	9	PAS	P1	C	cyst	0
3	4	H	8	PAS	P2	C	active	58501
3	4	H	8	PAS	P2	C	cyst	0
3	4	H	7	PAS	P2	E	active	55793
3	4	H	7	PAS	P2	E	cyst	0
3	4	H	6	PAS	P2	NO	active	2031
3	4	H	6	PAS	P2	NO	cyst	0
3	4	H	5	NA	NA	NA	NA	0
3	4	H	4	2%KB	P2	G	active	191213
3	4	H	4	2%KB	P2	G	cyst	0
3	4	H	3	NA	NA	NA	NA	0
3	4	H	2	2%KB	P3	A	active	27897
3	4	H	2	2%KB	P3	A	cyst	82335
3	4	H	1	2%KB	NO	D	NA	0
3	5	A	1	2%KB	NO	G	NA	0
3	5	A	2	2%KB	P6	F	active	3386
3	5	A	2	2%KB	P6	F	cyst	0
3	5	A	3	PAS	P1	G	active	162504
3	5	A	3	PAS	P1	G	cyst	0
3	5	A	4	NA	NA	NA	NA	0
3	5	A	5	2%KB	P5	A	active	135
3	5	A	5	2%KB	P5	A	cyst	0
3	5	A	6	2%KB	NO	I	NA	0
3	5	A	7	2%KB	P1	G	active	139753
3	5	A	7	2%KB	P1	G	cyst	0
3	5	A	8	2%KB	P6	D	active	677
3	5	A	8	2%KB	P6	D	cyst	271
3	5	A	9	2%KB	P3	B	active	0
3	5	A	9	2%KB	P3	B	cyst	813
3	5	A	10	2%KB	P5	I	active	271
3	5	A	10	2%KB	P5	I	cyst	0
3	5	A	11	NA	NA	NA	NA	0
3	5	A	12	PAS	P1	A	active	121878
3	5	A	12	PAS	P1	A	cyst	0
3	5	B	12	2%KB	P5	B	active	406
3	5	B	12	2%KB	P5	B	cyst	0
3	5	B	11	2%KB	P5	H	active	0
3	5	B	11	2%KB	P5	H	cyst	0
3	5	B	10	2%KB	P6	F	active	13000
